# template type, grasp id, approaching direction (vector (x,y,z), desired, minimal), final grasp pose relative to template (x,y,z,qw,qx,qy,qz), pre-grasp pose relative to template (x,y,z,qw,qx,qy,qz), pre finger poses, final finger poses (right_f0_j1,right_f0_j2,right_f0_j3,right_f1_j0,right_f1_j1,right_f1_j2,right_f1_j3,right_f2_j0,right_f2_j1,right_f2_j2,right_f2_j3)
    1, 1010,  0.00,  1.00,  0.00,  0.20,  0.05,  0.0005, -0.0732,  0.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
    3, 1030,  0.00,  1.00,  0.00,  0.20,  0.05,  0.0005, -0.0732,  0.0000,  1.0000,  0.0000,  0.0000,  0.0000,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
    3, 1031,  0.00,  1.00,  0.00,  0.20,  0.05, -0.0293, -0.1222,  0.0000,  0.9927, -0.0644,  0.0065, -0.1011,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
    3, 1032,  0.00,  1.00,  0.00,  0.20,  0.05,  0.0000,  0.0000,  0.0000,  0.0000,  0.0000,  1.0000,  0.0000,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
    3, 1033,  0.00,  1.00,  0.00,  0.20,  0.05,  0.0000, -0.1100,  0.0000,  0.7071,  0.0000,  0.7071,  0.0000,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
   15, 1150,  0.00,  1.00,  0.00,  0.20,  0.05,  0.0000, -0.1100,  0.0000,  0.7071,  0.0000,  0.7071,  0.0000,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
   16, 1160,  0.00,  1.00,  0.00,  0.20,  0.05,  0.0000, -0.1100,  0.0000,  0.7071,  0.0000,  0.7071,  0.0000,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  1.22,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,  0.00,  1.13,  0.00,  0.00,
